A0A087WZU1	phosphatidylinositol_phosphatase_ptprq
Q9NSK0	kinesin_light_chain_4
Q9NSK0	kinesin-like_protein_8
Q9NTJ3	chromosome-associated_polypeptide_c
Q9NTJ3	structural_maintenance_of_chromosomes_protein_4
Q9NTJ3	xcap-c_homolog
Q9NU22	dynein-related_aaa-atpase_mdn1
Q9NU22	midas-containing_protein
Q9NU22	midasin
Q9NUE0	palmitoyltransferase_zdhhc18
Q9NUE0	zinc_finger_dhhc_domain-containing_protein_18
Q9NUL3	double-stranded_rna-binding_protein_staufen_homolog_2
Q9NUP9	mammalian_lin-seven_protein_3
Q9NUP9	protein_lin-7_homolog_c
Q9NUP9	vertebrate_lin-7_homolog_3
Q9NUQ8	atp-binding_cassette_sub-family_f_member_3
Q9NUU7	atp-dependent_rna_helicase_ddx19a
Q9NUU7	ddx19-like_protein
Q9NUU7	dead_box_protein_19a
Q9NV56	mrg-binding_protein
Q9NV56	mrg/morf4l-binding_protein
Q9NV56	up-regulated_in_colon_cancer_4
Q9NV64	transmembrane_protein_39a
Q9NVA2	septin-11
Q9NVD7	actopaxin
Q9NVD7	alpha-parvin
Q9NVD7	calponin-like_integrin-linked_kinase-binding_protematrix-remodeling-associated_protein_2
Q9NVD7	ch-ilkbp
Q9NVD7	matrix-remodeling-associated_protein_2
Q9NVH2-2	isoform_2_of_integrator_complex_subunit_7
Q9NVI1	fanconi_anemia_group_i_protein
Q9NVI7	atpase_family_aaa_domain-containing_protein_3a
Q9NVM4	histone-arginine_n-methyltransferase_prmt7
Q9NVM4	[myelin_basic_protein]-arginine_n-methyltransferase_prmt7
Q9NVM4	protein_arginine_n-methyltransferase_7
Q9NVP1	atp-dependent_rna_helicase_ddx18
Q9NVP1	dead_box_protein_18
Q9NVP1	myc-regulated_dead_box_protein
Q9NVP2	anti-silencing_function_protein_1_homolog_b
Q9NVP2	ccg1-interacting_factor_a-ii
Q9NVP2	histone_chaperone_asf1b
Q9NVU0	dna-directed_rna_polymerase_iii_80_kda_polypeptide
Q9NVU0	dna-directed_rna_polymerase_iii_subunit_rpc5
Q9NVU7	nucleolar_protein_130
Q9NVU7	protein_sda1_homolog
Q9NVU7	sda1_domain-containing_protein_1
Q9NVV9	thap_domain-containing_protein_1
Q9NVY6	cdna_flj10432_fis,_clone_nt2rp1000470,_weakly_similar_to_putative_atp-dependent_rna_helicase_t26g10.1_in_chromosome_iii
Q9NWB6	arginine_and_glutamate-rich_protein_1
Q9NWQ8	csk-binding_protein
Q9NWQ8	phosphoprotein_associated_with_glycosphingolipid-ecsk-binding_protein
Q9NWQ8	transmembrane_adapter_protein_pag
Q9NWQ8	transmembrane_phosphoprotein_cbp
Q9NWT6	factor_inhibiting_hif-1
Q9NWT6	hypoxia-inducible_factor_1-alpha_inhibitor
Q9NWT6	hypoxia-inducible_factor_asparagine_hydroxylase
Q9NWZ3	interleukin-1_receptor-associated_kinase_4
Q9NWZ3	renal_carcinoma_antigen_ny-ren-64
Q9NX24	h/aca_ribonucleoprotein_complex_subunit_2
Q9NX24	nucleolar_protein_family_a_member_2
Q9NX24	snornp_protein_nhp2
Q9NX40	ocia_domain-containing_protein_1
Q9NX40	ovarian_cancer_immunoreactive_antigen_domain_contaovarian_carcinoma_immunoreactive_antigen
Q9NX40	ovarian_carcinoma_immunoreactive_antigen
Q9NX58	cell_growth-regulating_nucleolar_protein
Q9NX76	chemokine-like_factor_superfamily_member_6
Q9NX76	cklf-like_marvel_transmembrane_domain-containing_pchemokine-like_factor_superfamily_member_6
Q9NXB0	meckel_syndrome_type_1_protein
Q9NXD3	cdna_flj20311_fis,_clone_hep07319
Q9NXK9	cdna_flj20187_fis,_clone_colf0433
Q9NXR7	brain_and_reproductive_organ-expressed_protein
Q9NXR7	brca1-a_complex_subunit_bre
Q9NXR7	brca1/brca2-containing_complex_subunit_45
Q9NXR7	brisc_and_brca1-a_complex_member_2
Q9NXV6	cdkn2a-interacting_protein
Q9NXV6	collaborator_of_arf
Q9NY15	fasciclin,_egf-like,_laminin-type_egf-like_and_linms-1_antigen
Q9NY15	ms-1_antigen
Q9NY15	stabilin-1
Q9NY35-2	isoform_2_of_claudin_domain-containing_protein_1
Q9NY35-2	membrane_protein_genx-3745
Q9NYA1	acetyltransferase_sphk1
Q9NYA1	sphingosine_kinase_1
Q9NYA1-2	acetyltransferase_sphk1
Q9NYA1-2	isoform_2_of_sphingosine_kinase_1
Q9NYB9	abelson_interactor_2
Q9NYB9	abl_interactor_2
Q9NYB9	abl-binding_protein_3
Q9NYB9	arg-binding_protein_1
Q9NYF8	bcl-2-associated_transcription_factor_1
Q9NYF8	bclaf1_and_thrap3_family_member_1
Q9NYH9	hepatocellular_carcinoma-associated_antigen_66
Q9NYH9	multiple_hat_domains_protein
Q9NYH9	u3_small_nucleolar_rna-associated_protein_6_homolohepatocellular_carcinoma-associated_antigen_66
Q9NYJ8	mitogen-activated_protein_kinase_kinase_kinase_7-itak1-binding_protein_2
Q9NYJ8	tak1-binding_protein_2
Q9NYJ8	tgf-beta-activated_kinase_1_and_map3k7-binding_promitogen-activated_protein_kinase_kinase_kinase_7-itak1-binding_protein_2
Q9NYJ8	tgf-beta-activated_kinase_1-binding_protein_2
Q9NYL9	tropomodulin-3
Q9NYL9	ubiquitous_tropomodulin
Q9NYY8	fast_kinase_domain-containing_protein_2,_mitochondrial
Q9NZ23	drug-sensitive_protein_1
Q9NZ23	gastric-associated_differentially-expressed_protein_ya61p
Q9NZ32	actin-related_protein_10
Q9NZ32	actin-related_protein_11
Q9NZ43	p31
Q9NZ43	putative_mapk-activating_protein_pm26
Q9NZ43	use1-like_protein
Q9NZ43	vesicle_transport_protein_use1
Q9NZI7	transcription_factor_lbp-1
Q9NZI7	upstream-binding_protein_1
Q9NZI8	coding_region_determinant-binding_protein
Q9NZI8	igf-ii_mrna-binding_protein_1
Q9NZI8	insulin-like_growth_factor_2_mrna-binding_protein_coding_region_determinant-binding_protein
Q9NZI8	vickz_family_member_1
Q9NZI8	zipcode-binding_protein_1
Q9NZJ0	ddb1-_and_cul4-associated_factor_2
Q9NZJ0	denticleless_protein_homolog
Q9NZJ0	lethal(2)_denticleless_protein_homolog
Q9NZJ0	retinoic_acid-regulated_nuclear_matrix-associated_protein
Q9NZM3	intersectin-2
Q9NZM3	sh3_domain-containing_protein_1b
Q9NZM3	sh3p18
Q9NZM3	sh3p18-like_wasp-associated_protein
Q9NZQ3	54_kda_vaca-interacting_protein
Q9NZQ3	54_kda_vimentin-interacting_protein
Q9NZQ3	90_kda_sh3_protein_interacting_with_nck
Q9NZQ3	af3p21
Q9NZQ3	dia-interacting_protein_1
Q9NZQ3	diaphanous_protein-interacting_protein
Q9NZQ3	nck-interacting_protein_with_sh3_domain
Q9NZQ3	sh3_adapter_protein_spin90
Q9NZQ3	wasp-interacting_sh3-domain_protein
Q9NZQ3	wiskott-aldrich_syndrome_protein-interacting_protein
Q9NZQ3-2	54_kda_vaca-interacting_protein
Q9NZQ3-2	54_kda_vimentin-interacting_protein
Q9NZQ3-2	90_kda_sh3_protein_interacting_with_nck
Q9NZQ3-2	af3p21
Q9NZQ3-2	dia-interacting_protein_1
Q9NZQ3-2	diaphanous_protein-interacting_protein
Q9NZQ3-2	isoform_2_of_nck-interacting_protein_with_sh3_doma54_kda_vaca-interacting_protein
Q9NZQ3-2	sh3_adapter_protein_spin90
Q9NZQ3-2	wasp-interacting_sh3-domain_protein
Q9NZQ3-2	wiskott-aldrich_syndrome_protein-interacting_protein
Q9P013	spliceosome-associated_protein_cwc15_homolog
Q9P015	39s_ribosomal_protein_l15,_mitochondrial
Q9P015	mitochondrial_large_ribosomal_subunit_protein_ul15m
Q9P031	coiled-coil_domain-containing_protein_59
Q9P031	thyroid_transcription_factor_1-associated_protein_coiled-coil_domain-containing_protein_59
Q9P031	ttf-1-associated_protein_br2
Q9P035	3-hydroxyacyl-coa_dehydratase_3
Q9P035	butyrate-induced_protein_1
Q9P035	protein-tyrosine_phosphatase-like_a_domain-containing_protein_1
Q9P035	very-long-chain_(3r)-3-hydroxyacyl-coa_dehydratase3-hydroxyacyl-coa_dehydratase_3
Q9P0K7	ankycorbin
Q9P0K7	ankyrin_repeat_and_coiled-coil_structure-containinnovel_retinal_pigment_epithelial_cell_protein
Q9P0K7	novel_retinal_pigment_epithelial_cell_protein
Q9P0K7	retinoic_acid-induced_protein_14
Q9P0L0	33_kda_vamp-associated_protein
Q9P0L0	vesicle-associated_membrane_protein-associated_pro33_kda_vamp-associated_protein
Q9P0N9-3	cell_migration-inducing_protein_23
Q9P0N9-3	isoform_3_of_tbc1_domain_family_member_7
Q9P0V3	eh-binding_protein_10
Q9P0V3	sh3_domain-binding_protein_4
Q9P0V3	transferrin_receptor-trafficking_protein
Q9P244	leucine-rich_repeat_and_fibronectin_type_iii_domaisynaptic_adhesion-like_molecule_2
Q9P244	synaptic_adhesion-like_molecule_2
Q9P265	disco-interacting_protein_2_homolog_b
Q9P270	slain_motif-containing_protein_2
Q9P273	protein_odd_oz/ten-m_homolog_3
Q9P273	tenascin-m3
Q9P273	teneurin_transmembrane_protein_3
Q9P273	teneurin-3
Q9P296	c5a_anaphylatoxin_chemotactic_receptor_2
Q9P296	complement_component_5a_receptor_2
Q9P296	g-protein_coupled_receptor_77
Q9P2A4	abi_gene_family_member_3
Q9P2A4	new_molecule_including_sh3
Q9P2D0	inhibitor_of_bruton_tyrosine_kinase
Q9P2D6	protein_fam135a
Q9P2F6	rho_gtpase-activating_protein_20
Q9P2F6	rho-type_gtpase-activating_protein_20
Q9P2I0	cleavage_and_polyadenylation_specificity_factor_100_kda_subunit
Q9P2I0	cleavage_and_polyadenylation_specificity_factor_sucleavage_and_polyadenylation_specificity_factor_100_kda_subunit
Q9P2K5	mst156
Q9P2K5	myelin_expression_factor_2
Q9P2K6	cullin-3-binding_protein_9
Q9P2K6	kelch_domain-containing_protein_5
Q9P2K6	kelch-like_protein_42
Q9P2M7	cingulin
Q9P2N6-3	isoform_3_of_kat8_regulatory_nsl_complex_subunit_3nsl_complex_protein_nsl3
Q9P2N6-3	non-specific_lethal_3_homolog
Q9P2N6-3	nsl_complex_protein_nsl3
Q9P2N6-3	serum_inhibited-related_protein
Q9P2N6-3	testis_development_protein_prtd
Q9P2Y5	p63
Q9P2Y5	uv_radiation_resistance-associated_gene_protein
Q9QZD9	eif3_p36
Q9QZD9	eif-3-beta
Q9QZD9	eukaryotic_translation_initiation_factor_3_subuniteukaryotic_translation_initiation_factor_3_subunittgf-beta_receptor-interacting_protein_1
Q9QZD9	eukaryotic_translation_initiation_factor_3_subunittgf-beta_receptor-interacting_protein_1
Q9QZD9	tgf-beta_receptor-interacting_protein_1
Q9QZH6	evolutionarily_conserved_signaling_intermediate_inprotein_sitpec
Q9QZH6	protein_sitpec
Q9R0Q3	copi-coated_vesicle_membrane_protein_p24
Q9R0Q3	membrane_protein_p24a
Q9R0Q3	p24_family_protein_beta-1
Q9R0Q3	sid_394
Q9R0Q3	transmembrane_emp24_domain-containing_protein_2
Q9R1T4	septin-6
Q9UBC2	epidermal_growth_factor_receptor_substrate_15-likeeps15-related_protein
Q9UBC2	eps15-related_protein
Q9UBC2-2	eps15-related_protein
Q9UBC2-2	isoform_2_of_epidermal_growth_factor_receptor_subseps15-related_protein
Q9UBD5	origin_recognition_complex_subunit_3
Q9UBD5	origin_recognition_complex_subunit_latheo
Q9UBE0	sumo-activating_enzyme_subunit_1
Q9UBE0	sumo-activating_enzyme_subunit_1,_n-terminally_processed
Q9UBE0	ubiquitin-like_1-activating_enzyme_e1a
Q9UBE8	nemo-like_kinase
Q9UBE8	protein_lak1
Q9UBE8	serine/threonine-protein_kinase_nlk
Q9UBF2	coatomer_subunit_gamma-2
Q9UBF2	gamma-2-coat_protein
Q9UBH6-2	isoform_2_of_xenotropic_and_polytropic_retrovirus_protein_syg1_homolog
Q9UBH6-2	protein_syg1_homolog
Q9UBH6-2	xenotropic_and_polytropic_murine_leukemia_virus_receptor_x3
Q9UBN7	histone_deacetylase_6
Q9UBN7	tubulin-lysine_deacetylase_hdac6
Q9UBP4	dickkopf-related_protein_3
Q9UBP9	cell_death_protein_6_homolog
Q9UBP9	protein_gulp
Q9UBP9	ptb_domain_adapter_protein_ced-6
Q9UBP9	ptb_domain-containing_engulfment_adapter_protein_1cell_death_protein_6_homolog
Q9UBQ5	eif-3_p25
Q9UBQ5	eif-3_p28
Q9UBQ5	eukaryotic_translation_initiation_factor_3_subuniteukaryotic_translation_initiation_factor_3_subunitmuscle-specific_gene_m9_protein
Q9UBQ5	eukaryotic_translation_initiation_factor_3_subunitmuscle-specific_gene_m9_protein
Q9UBQ5	muscle-specific_gene_m9_protein
Q9UBQ5	plac-24
Q9UBS0	70_kda_ribosomal_protein_s6_kinase_2
Q9UBS0	p70_ribosomal_s6_kinase_beta
Q9UBS0	ribosomal_protein_s6_kinase_beta-2
Q9UBS0	s6_kinase-related_kinase
Q9UBS0	serine/threonine-protein_kinase_14b
Q9UBT2	anthracycline-associated_resistance_arx
Q9UBT2	sumo-activating_enzyme_subunit_2
Q9UBT2	ubiquitin-like_1-activating_enzyme_e1b
Q9UBT2	ubiquitin-like_modifier-activating_enzyme_2
Q9UBU9	mrna_export_factor_tap
Q9UBU9	nuclear_rna_export_factor_1
Q9UBU9	tip-associated_protein
Q9UBU9	tip-associating_protein
Q9UBV7	beta-1,4-galactosyltransferase_7
Q9UBV7	proteoglycan_udp-galactose:beta-xylose_beta1,4-galudp-gal:beta-glcnac_beta-1,4-galactosyltransferaseudp-galactose:beta-n-acetylglucosamine_beta-1,4-gaudp-galactose:beta-xylose_beta-1,4-galactosyltransxgpt
Q9UBV7	udp-galactose:beta-n-acetylglucosamine_beta-1,4-gaudp-galactose:beta-xylose_beta-1,4-galactosyltransxgpt
Q9UBV7	udp-galactose:beta-xylose_beta-1,4-galactosyltransxgpt
Q9UBV7	udp-gal:beta-glcnac_beta-1,4-galactosyltransferaseudp-galactose:beta-n-acetylglucosamine_beta-1,4-gaudp-galactose:beta-xylose_beta-1,4-galactosyltransxgpt
Q9UBV7	xgalt-1
Q9UBV7	xgpt
Q9UBV7	xylosylprotein_4-beta-galactosyltransferase
Q9UBV7	xylosylprotein_beta-1,4-galactosyltransferase
Q9UDX5	mitochondrial_18_kda_protein
Q9UDX5	mitochondrial_fission_process_protein_1
Q9UDY2	tight_junction_protein_2
Q9UDY2	tight_junction_protein_zo-2
Q9UDY2	zona_occludens_protein_2
Q9UDY2	zonula_occludens_protein_2
Q9UDY8	malt_lymphoma-associated_translocation
Q9UDY8	mucosa-associated_lymphoid_tissue_lymphoma_translomalt_lymphoma-associated_translocation
Q9UDY8	paracaspase
Q9UER7	daxx
Q9UER7	death_domain-associated_protein_6
Q9UER7	ets1-associated_protein_1
Q9UER7	fas_death_domain-associated_protein
Q9UET6	2'-o-ribose_rna_methyltransferase_trm7_homolog
Q9UET6	protein_ftsj_homolog_1
Q9UET6	putative_trna_(cytidine(32)/guanosine(34)-2'-o)-me2'-o-ribose_rna_methyltransferase_trm7_homolog
Q9UEY8	adducin-like_protein_70
Q9UEY8	gamma-adducin
Q9UFC0	centromere_protein_33
Q9UFC0	leucine-rich_repeat_and_wd_repeat-containing_protecentromere_protein_33
Q9UFC0	origin_recognition_complex-associated_protein
Q9UFF9	caf1b
Q9UFF9	caf1-like_protein
Q9UFF9	caf2
Q9UFF9	ccr4-associated_factor_8
Q9UFF9	ccr4-not_transcription_complex_subunit_8
Q9UG63	atp-binding_cassette_sub-family_f_member_2
Q9UG63	iron-inhibited_abc_transporter_2
Q9UGI0	traf-binding_domain-containing_protein
Q9UGI0	ubiquitin_thioesterase_zranb1
Q9UGI0	zinc_finger_ran-binding_domain-containing_protein_1
Q9UGJ1	gamma-ring_complex_protein_76_kda
Q9UGJ1	gamma-tubulin_complex_component_4
Q9UGK3	breast_tumor_kinase_substrate
Q9UGK3	signal-transducing_adaptor_protein_2
Q9UGU0	nuclear_factor_spbp
Q9UGU0	protein_ar1
Q9UGU0	stromelysin-1_pdgf-responsive_element-binding_protein
Q9UGU0	transcription_factor_20
Q9UH65	switch-associated_protein_70
Q9UHB6	epithelial_protein_lost_in_neoplasm
Q9UHB6	lim_domain_and_actin-binding_protein_1
Q9UHB9	signal_recognition_particle_68_kda_protein
Q9UHB9	signal_recognition_particle_subunit_srp68
Q9UHD2	nf-kappa-b-activating_kinase
Q9UHD2	serine/threonine-protein_kinase_tbk1
Q9UHD2	t2k
Q9UHD2	tank-binding_kinase_1
Q9UHD8	mll_septin-like_fusion_protein_msf-a
Q9UHD8	ovarian/breast_septin
Q9UHD8	septin_d1
Q9UHD8	septin-9
Q9UHN1	dna_polymerase_gamma_accessory_55_kda_subunit
Q9UHN1	dna_polymerase_subunit_gamma-2,_mitochondrial
Q9UHN1	mitochondrial_dna_polymerase_accessory_subunit
Q9UHN1	mtpolb
Q9UHN1	polg-beta
Q9UHP3	deubiquitinating_enzyme_25
Q9UHP3	ubiquitin_carboxyl-terminal_hydrolase_25
Q9UHP3	ubiquitin_thioesterase_25
Q9UHP3	ubiquitin-specific-processing_protease_25
Q9UHP3	usp_on_chromosome_21
Q9UHR4	brain-specific_angiogenesis_inhibitor_1-associatedinsulin_receptor_tyrosine_kinase_substrate
Q9UHR4	insulin_receptor_tyrosine_kinase_substrate
Q9UI10	eif-2b_gdp-gtp_exchange_factor_subunit_delta
Q9UI10	translation_initiation_factor_eif-2b_subunit_deltaeif-2b_gdp-gtp_exchange_factor_subunit_delta
Q9UI10-2	eif-2b_gdp-gtp_exchange_factor_subunit_delta
Q9UI10-2	isoform_2_of_translation_initiation_factor_eif-2b_eif-2b_gdp-gtp_exchange_factor_subunit_delta
Q9UI30	multifunctional_methyltransferase_subunit_trm112-ltrna_methyltransferase_112_homolog
Q9UI30	trna_methyltransferase_112_homolog
Q9UI95	mitotic_arrest_deficient_2-like_protein_2
Q9UI95	mitotic_spindle_assembly_checkpoint_protein_mad2b
Q9UI95	rev7_homolog
Q9UID3	another_new_gene_2_protein
Q9UID3	protein_fat-free_homolog
Q9UID3	vacuolar_protein_sorting-associated_protein_51_homanother_new_gene_2_protein
Q9UIL1-2	isoform_2_of_short_coiled-coil_protein
Q9UIM3	fk506-binding_protein-like
Q9UIM3	waf-1/cip1_stabilizing_protein_39
Q9UIQ6-2	insulin-regulated_membrane_aminopeptidase
Q9UIQ6-2	insulin-responsive_aminopeptidase
Q9UIQ6-2	isoform_2_of_leucyl-cystinyl_aminopeptidase
Q9UIQ6-2	leucyl-cystinyl_aminopeptidase,_pregnancy_serum_form
Q9UIQ6-2	oxytocinase
Q9UIQ6-2	placental_leucine_aminopeptidase
Q9UIV1	btg1-binding_factor_1
Q9UIV1	caf1a
Q9UIV1	ccr4-associated_factor_1
Q9UIV1	ccr4-not_transcription_complex_subunit_7
Q9UJM3	erbb_receptor_feedback_inhibitor_1
Q9UJM3	mitogen-inducible_gene_6_protein
Q9UJS0	calcium-binding_mitochondrial_carrier_protein_aralcitrin
Q9UJS0	citrin
Q9UJS0	mitochondrial_aspartate_glutamate_carrier_2
Q9UJS0	solute_carrier_family_25_member_13
Q9UJV9	dead_box_protein_41
Q9UJV9	dead_box_protein_abstrakt_homolog
Q9UJV9	probable_atp-dependent_rna_helicase_ddx41
Q9UJX2	anaphase-promoting_complex_subunit_8
Q9UJX2	cell_division_cycle_protein_23_homolog
Q9UJX2	cyclosome_subunit_8
Q9UJX3	anaphase-promoting_complex_subunit_7
Q9UJX3	cyclosome_subunit_7
Q9UJX6	anaphase-promoting_complex_subunit_2
Q9UJX6	cyclosome_subunit_2
Q9UJZ1	epb72-like_protein_2
Q9UJZ1	paraprotein_target_7
Q9UJZ1	stomatin-like_protein_2,_mitochondrial
Q9UK39	carbon_catabolite_repression_4-like_protein
Q9UK39	nocturnin
Q9UK41	escrt-i_complex_subunit_vps28
Q9UK41	vacuolar_protein_sorting-associated_protein_28_homescrt-i_complex_subunit_vps28
Q9UK73	fem1-beta
Q9UK73	fem-1-like_death_receptor-binding_protein_alpha
Q9UK73	fem-1-like_in_apoptotic_pathway_protein_alpha
Q9UK73	protein_fem-1_homolog_b
Q9UKA9	neural_polypyrimidine_tract-binding_protein
Q9UKA9	neurally-enriched_homolog_of_ptb
Q9UKA9	polypyrimidine_tract-binding_protein_2
Q9UKA9	ptb-like_protein
Q9UKD2	mrna_turnover_protein_4_homolog
Q9UKD2	ribosome_assembly_factor_mrto4
Q9UKE5	traf2_and_nck-interacting_protein_kinase
Q9UKF6	cleavage_and_polyadenylation_specificity_factor_73mrna_3'-end-processing_endonuclease_cpsf-73
Q9UKF6	cleavage_and_polyadenylation_specificity_factor_sucleavage_and_polyadenylation_specificity_factor_73mrna_3'-end-processing_endonuclease_cpsf-73
Q9UKF6	mrna_3'-end-processing_endonuclease_cpsf-73
Q9UKG1	adapter_protein_containing_ph_domain,_ptb_domain_and_leucine_zipper_motif_1
Q9UKG1	dcc-interacting_protein_13-alpha
Q9UKJ3	g_patch_domain-containing_protein_8
Q9UKK9	8-oxo-dgdp_phosphatase
Q9UKK9	adp-sugar_pyrophosphatase
Q9UKK9	nuclear_atp-synthesis_protein_nudix5
Q9UKK9	nucleoside_diphosphate-linked_moiety_x_motif_5
Q9UKK9	ysa1h
Q9UKL0	protein_corest
Q9UKL0	rest_corepressor_1
Q9UKM9	autoantigen_p542
Q9UKM9	heterogeneous_nuclear_ribonucleoprotein_c-like_2
Q9UKM9	hnrnp_associated_with_lethal_yellow_protein_homolog
Q9UKM9	rna-binding_protein_raly
Q9UKT9	ikaros_family_zinc_finger_protein_3
Q9UKT9	zinc_finger_protein_aiolos
Q9UKT9-11	ikaros_family_zinc_finger_protein_3
Q9UKT9-11	isoform_11_of_zinc_finger_protein_aiolos
Q9UKV0	histone_deacetylase_7b
Q9UKV0	histone_deacetylase_9
Q9UKV0	histone_deacetylase-related_protein
Q9UKV0	mef2-interacting_transcription_repressor_mitr
Q9UKV8	argonaute_risc_catalytic_component_2
Q9UKV8	eukaryotic_translation_initiation_factor_2c_2
Q9UKV8	paz_piwi_domain_protein
Q9UKV8	protein_argonaute-2
Q9UKV8	protein_slicer
Q9UKW4	guanine_nucleotide_exchange_factor_vav3
Q9UKX3	myosin_heavy_chain_13
Q9UKX3	myosin_heavy_chain,_skeletal_muscle,_extraocular
Q9UKX3	myosin_heavy_chain,_skeletal_muscle,_laryngeal
Q9UKX3	myosin-13
Q9UKX3	superfast_myosin
Q9UL03	dbi-1
Q9UL03	integrator_complex_subunit_6
Q9UL03	protein_ddx26
Q9UL03	protein_deleted_in_cancer_1
Q9UL17	t-box_transcription_factor_tbx21
Q9UL17	t-cell-specific_t-box_transcription_factor_t-bet
Q9UL17	transcription_factor_tblym
Q9UL18	argonaute_risc_catalytic_component_1
Q9UL18	eukaryotic_translation_initiation_factor_2c_1
Q9UL18	protein_argonaute-1
Q9UL18	putative_rna-binding_protein_q99
Q9ULG6-2	cell_cycle_progression_restoration_protein_8
Q9ULG6-2	isoform_2_of_cell_cycle_progression_protein_1
Q9ULH0-2	ankyrin_repeat-rich_membrane-spanning_protein
Q9ULH0-2	isoform_2_of_kinase_d-interacting_substrate_of_220ankyrin_repeat-rich_membrane-spanning_protein
Q9ULH1	130_kda_phosphatidylinositol_4,5-bisphosphate-depeadp-ribosylation_factor-directed_gtpase-activatingdevelopment_and_differentiation-enhancing_factor_1pip2-dependent_arf1_gap
Q9ULH1	adp-ribosylation_factor-directed_gtpase-activatingdevelopment_and_differentiation-enhancing_factor_1pip2-dependent_arf1_gap
Q9ULH1	arf-gap_with_sh3_domain,_ank_repeat_and_ph_domain-130_kda_phosphatidylinositol_4,5-bisphosphate-depeadp-ribosylation_factor-directed_gtpase-activatingdevelopment_and_differentiation-enhancing_factor_1pip2-dependent_arf1_gap
Q9ULH1	development_and_differentiation-enhancing_factor_1pip2-dependent_arf1_gap
Q9ULH1	pip2-dependent_arf1_gap
Q9ULI4	kinesin-like_protein_kif26a
Q9ULJ3	zinc_finger_and_btb_domain-containing_protein_21
Q9ULJ3	zinc_finger_protein_295
Q9ULP9-2	isoform_2_of_tbc1_domain_family_member_24
Q9ULR3	protein_phosphatase_1h
Q9ULW0	differentially_expressed_in_cancerous_and_non-canchepatocellular_carcinoma-associated_antigen_519
Q9ULW0	hepatocellular_carcinoma-associated_antigen_519
Q9ULW0	hepatocellular_carcinoma-associated_antigen_90
Q9ULW0	protein_fls353
Q9ULW0	restricted_expression_proliferation-associated_protein_100
Q9ULW0	targeting_protein_for_xklp2
Q9ULW2	frizzled-10
Q9ULW2	fze7
Q9ULZ3	apoptosis-associated_speck-like_protein_containingcaspase_recruitment_domain-containing_protein_5
Q9ULZ3	caspase_recruitment_domain-containing_protein_5
Q9ULZ3	pyd_and_card_domain-containing_protein
Q9ULZ3	target_of_methylation-induced_silencing_1
Q9UM54	unconventional_myosin-6
Q9UM54	unconventional_myosin-vi
Q9UMF0	intercellular_adhesion_molecule_5
Q9UMF0	telencephalin
Q9UMR2	atp-dependent_rna_helicase_ddx19b
Q9UMR2	dead_box_protein_19b
Q9UMR2	dead_box_rna_helicase_dead5
Q9UMR2-2	dead_box_protein_19b
Q9UMR2-2	dead_box_rna_helicase_dead5
Q9UMR2-2	isoform_2_of_atp-dependent_rna_helicase_ddx19b
Q9UMS4	nuclear_matrix_protein_200
Q9UMS4	pre-mrna-processing_factor_19
Q9UMS4	prp19/pso4_homolog
Q9UMS4	ring-type_e3_ubiquitin_transferase_prp19
Q9UMS4	senescence_evasion_factor
Q9UMY4	sorting_nexin-12
Q9UMZ3	phosphatidylinositol_phosphatase_ptprq
Q9UMZ3	receptor-type_tyrosine-protein_phosphatase_q
Q9UNE0	anhidrotic_ectodysplasin_receptor_1
Q9UNE0	downless_homolog
Q9UNE0	ectodermal_dysplasia_receptor
Q9UNE0	ectodysplasin-a_receptor
Q9UNE0	eda-a1_receptor
Q9UNE0	tumor_necrosis_factor_receptor_superfamily_member_anhidrotic_ectodysplasin_receptor_1
Q9UNE7	antigen_ny-co-7
Q9UNE7	carboxy_terminus_of_hsp70-interacting_protein
Q9UNE7	cll-associated_antigen_kw-8
Q9UNE7	e3_ubiquitin-protein_ligase_chip
Q9UNE7	ring-type_e3_ubiquitin_transferase_chip
Q9UNE7	stip1_homology_and_u_box-containing_protein_1
Q9UNF0	protein_kinase_c_and_casein_kinase_substrate_in_nesyndapin-2
